In Cap,Out Cap,SW Freq,Frequency,Level
24.7,4.7,70000,5.92E+05,31.528
24.7,4.7,70000,5.97E+05,31.528
24.7,4.7,70000,6.04E+05,30.556
24.7,4.7,70000,6.09E+05,30.056
24.7,4.7,70000,6.16E+05,31.778
24.7,4.7,70000,6.21E+05,29.167
24.7,4.7,70000,6.26E+05,30.472
24.7,4.7,70000,6.33E+05,30.5
24.7,4.7,70000,6.40E+05,31.278
24.7,4.7,70000,6.45E+05,31.611
24.7,4.7,70000,6.52E+05,31.361
24.7,4.7,70000,6.57E+05,31.444
24.7,4.7,70000,6.63E+05,31.306
24.7,4.7,70000,6.70E+05,29.25
24.7,4.7,70000,6.77E+05,28.861
24.7,4.7,70000,6.84E+05,28.917
24.7,4.7,70000,6.89E+05,29.528
24.7,4.7,70000,6.96E+05,28.611
24.7,4.7,70000,7.03E+05,30.056
24.7,4.7,70000,7.09E+05,30.389
24.7,4.7,70000,7.16E+05,29.389
24.7,4.7,70000,7.23E+05,28.389
24.7,4.7,70000,7.30E+05,30.111
24.7,4.7,70000,7.37E+05,28.806
24.7,4.7,70000,7.43E+05,29.139
24.7,4.7,70000,7.52E+05,28.083
24.7,4.7,70000,7.59E+05,29.389
24.7,4.7,70000,7.65E+05,27.694
24.7,4.7,70000,7.74E+05,28.639
24.7,4.7,70000,7.81E+05,29.194
24.7,4.7,70000,7.88E+05,29.111
24.7,4.7,70000,7.96E+05,28.056
24.7,4.7,70000,8.03E+05,27.722
24.7,4.7,70000,8.11E+05,29.139
24.7,4.7,70000,8.18E+05,28.528
24.7,4.7,70000,8.27E+05,28.5
24.7,4.7,70000,8.35E+05,29.167
24.7,4.7,70000,8.42E+05,28.944
24.7,4.7,70000,8.50E+05,27.972
24.7,4.7,70000,8.59E+05,27.583
24.7,4.7,70000,8.67E+05,28.389
24.7,4.7,70000,8.76E+05,27.611
24.7,4.7,70000,8.83E+05,28.917
24.7,4.7,70000,8.91E+05,29.083
24.7,4.7,70000,9.00E+05,28.833
24.7,4.7,70000,9.10E+05,28.694
24.7,4.7,70000,9.18E+05,29.556
24.7,4.7,70000,9.27E+05,28.083
24.7,4.7,70000,9.35E+05,27.611
24.7,4.7,70000,9.44E+05,27.806
24.7,4.7,70000,9.54E+05,29.139
24.7,4.7,70000,9.63E+05,29.083
24.7,4.7,70000,9.71E+05,29.278
24.7,4.7,70000,9.81E+05,27.917
24.7,4.7,70000,9.90E+05,28.639
24.7,4.7,70000,1.00E+06,28.861
34.7,4.7,70000,1.50E+05,59.25
34.7,4.7,70000,1.52E+05,59.444
34.7,4.7,70000,1.53E+05,59.306
34.7,4.7,70000,1.55E+05,59.139
34.7,4.7,70000,1.55E+05,59.139
34.7,4.7,70000,1.57E+05,58.889
34.7,4.7,70000,1.59E+05,58.417
34.7,4.7,70000,1.60E+05,57.444
34.7,4.7,70000,1.62E+05,56.528
34.7,4.7,70000,1.64E+05,55.222
34.7,4.7,70000,1.65E+05,53.722
34.7,4.7,70000,1.67E+05,52.472
34.7,4.7,70000,1.69E+05,51.389
34.7,4.7,70000,1.70E+05,51.667
34.7,4.7,70000,1.72E+05,51.889
34.7,4.7,70000,1.74E+05,52.306
34.7,4.7,70000,1.76E+05,52.611
34.7,4.7,70000,1.77E+05,53
34.7,4.7,70000,1.79E+05,53.028
34.7,4.7,70000,1.81E+05,53
34.7,4.7,70000,1.82E+05,52.917
34.7,4.7,70000,1.84E+05,52.694
34.7,4.7,70000,1.86E+05,52.611
34.7,4.7,70000,1.87E+05,52.278
34.7,4.7,70000,1.89E+05,51.889
34.7,4.7,70000,1.91E+05,51.222
34.7,4.7,70000,1.93E+05,50.528
34.7,4.7,70000,1.94E+05,50.167
34.7,4.7,70000,1.96E+05,49.528
34.7,4.7,70000,1.98E+05,49.361
34.7,4.7,70000,1.99E+05,49.333
34.7,4.7,70000,2.01E+05,49.194
34.7,4.7,70000,2.03E+05,49.528
34.7,4.7,70000,2.06E+05,49.306
34.7,4.7,70000,2.08E+05,49.056
34.7,4.7,70000,2.10E+05,49.194
34.7,4.7,70000,2.11E+05,48.861
34.7,4.7,70000,2.13E+05,48.528
34.7,4.7,70000,2.16E+05,49.889
34.7,4.7,70000,2.18E+05,50.611
34.7,4.7,70000,2.20E+05,51.389
34.7,4.7,70000,2.21E+05,51.944
34.7,4.7,70000,2.23E+05,52.556
34.7,4.7,70000,2.27E+05,53.306
34.7,4.7,70000,2.28E+05,53.389
34.7,4.7,70000,2.30E+05,53.389
34.7,4.7,70000,2.33E+05,52.389
34.7,4.7,70000,2.35E+05,51.722
34.7,4.7,70000,2.37E+05,50.944
34.7,4.7,70000,2.40E+05,50.25
34.7,4.7,70000,2.42E+05,50.694
34.7,4.7,70000,2.44E+05,51.222
34.7,4.7,70000,2.47E+05,51.556
34.7,4.7,70000,2.49E+05,51.444
34.7,4.7,70000,2.50E+05,51.167
34.7,4.7,70000,2.54E+05,49.556
34.7,4.7,70000,2.55E+05,48.389
34.7,4.7,70000,2.59E+05,45.917
34.7,4.7,70000,2.61E+05,44.639
34.7,4.7,70000,2.64E+05,43.222
34.7,4.7,70000,2.66E+05,42.389
34.7,4.7,70000,2.69E+05,43.694
34.7,4.7,70000,2.71E+05,44.194
34.7,4.7,70000,2.74E+05,44.611
34.7,4.7,70000,2.76E+05,44.639
34.7,4.7,70000,2.79E+05,44.833
34.7,4.7,70000,2.81E+05,45.028
34.7,4.7,70000,2.84E+05,45.667
34.7,4.7,70000,2.86E+05,45.944
34.7,4.7,70000,2.89E+05,47.028
34.7,4.7,70000,2.93E+05,47.25
34.7,4.7,70000,2.95E+05,47.472
34.7,4.7,70000,2.98E+05,47.278
34.7,4.7,70000,3.01E+05,46.722
34.7,4.7,70000,3.03E+05,46.556
34.7,4.7,70000,3.06E+05,46.222
34.7,4.7,70000,3.10E+05,45.472
34.7,4.7,70000,3.13E+05,46.778
34.7,4.7,70000,3.15E+05,47.25
34.7,4.7,70000,3.18E+05,47.889
34.7,4.7,70000,3.22E+05,47.5
34.7,4.7,70000,3.25E+05,46.5
34.7,4.7,70000,3.29E+05,45.417
34.7,4.7,70000,3.30E+05,44.722
34.7,4.7,70000,3.34E+05,43.556
34.7,4.7,70000,3.37E+05,42.083
34.7,4.7,70000,3.40E+05,40.333
34.7,4.7,70000,3.44E+05,38.444
34.7,4.7,70000,3.47E+05,38.861
34.7,4.7,70000,3.51E+05,40.528
34.7,4.7,70000,3.54E+05,42.222
34.7,4.7,70000,3.57E+05,42.833
34.7,4.7,70000,3.61E+05,43.25
34.7,4.7,70000,3.64E+05,43.028
34.7,4.7,70000,3.68E+05,41.806
34.7,4.7,70000,3.71E+05,40.833
34.7,4.7,70000,3.74E+05,39.278
34.7,4.7,70000,3.78E+05,37.833
34.7,4.7,70000,3.81E+05,39
34.7,4.7,70000,3.86E+05,40.806
34.7,4.7,70000,3.90E+05,42.056
34.7,4.7,70000,3.93E+05,42.472
34.7,4.7,70000,3.97E+05,42.5
34.7,4.7,70000,4.00E+05,42.111
34.7,4.7,70000,4.05E+05,40.333
34.7,4.7,70000,4.08E+05,39.139
34.7,4.7,70000,4.12E+05,37.694
34.7,4.7,70000,4.15E+05,35.833
34.7,4.7,70000,4.20E+05,34.806
34.7,4.7,70000,4.24E+05,35.778
34.7,4.7,70000,4.29E+05,37.389
34.7,4.7,70000,4.32E+05,37.556
34.7,4.7,70000,4.36E+05,37.222
34.7,4.7,70000,4.41E+05,35.639
34.7,4.7,70000,4.44E+05,34.417
34.7,4.7,70000,4.49E+05,32
34.7,4.7,70000,4.53E+05,31.194
34.7,4.7,70000,4.58E+05,33.833
34.7,4.7,70000,4.63E+05,36
34.7,4.7,70000,4.66E+05,36.5
34.7,4.7,70000,4.71E+05,36.944
34.7,4.7,70000,4.75E+05,36.861
34.7,4.7,70000,4.80E+05,35.333
34.7,4.7,70000,4.85E+05,34.25
34.7,4.7,70000,4.90E+05,33.444
34.7,4.7,70000,4.93E+05,33.583
34.7,4.7,70000,4.99E+05,32.889
34.7,4.7,70000,5.04E+05,32.722
34.7,4.7,70000,5.09E+05,31.361
34.7,4.7,70000,5.14E+05,30.778
34.7,4.7,70000,5.17E+05,30.583
34.7,4.7,70000,5.22E+05,30.444
34.7,4.7,70000,5.27E+05,31.444
34.7,4.7,70000,5.33E+05,33.111
34.7,4.7,70000,5.38E+05,32.917
34.7,4.7,70000,5.43E+05,32.278
34.7,4.7,70000,5.48E+05,32.694
34.7,4.7,70000,5.53E+05,33.528
34.7,4.7,70000,5.60E+05,31.889
34.7,4.7,70000,5.65E+05,30.722
34.7,4.7,70000,5.70E+05,29.833
34.7,4.7,70000,5.75E+05,30.5
34.7,4.7,70000,5.80E+05,28.944
34.7,4.7,70000,5.87E+05,27.972
34.7,4.7,70000,5.92E+05,28.417
34.7,4.7,70000,5.97E+05,29.389
34.7,4.7,70000,6.04E+05,29.194
34.7,4.7,70000,6.09E+05,28.917
34.7,4.7,70000,6.16E+05,29.583
34.7,4.7,70000,6.21E+05,30.889
34.7,4.7,70000,6.26E+05,31.25
34.7,4.7,70000,6.33E+05,30.639
34.7,4.7,70000,6.40E+05,28.722
34.7,4.7,70000,6.45E+05,27.639
34.7,4.7,70000,6.52E+05,28.806
34.7,4.7,70000,6.57E+05,28.722
34.7,4.7,70000,6.63E+05,30.111
34.7,4.7,70000,6.70E+05,28.111
34.7,4.7,70000,6.77E+05,28.389
34.7,4.7,70000,6.84E+05,28.722
34.7,4.7,70000,6.89E+05,28.167
34.7,4.7,70000,6.96E+05,28
34.7,4.7,70000,7.03E+05,29.778
34.7,4.7,70000,7.09E+05,29.278
34.7,4.7,70000,7.16E+05,28.25
34.7,4.7,70000,7.23E+05,28.333
34.7,4.7,70000,7.30E+05,28.944
34.7,4.7,70000,7.37E+05,28.694
34.7,4.7,70000,7.43E+05,28.889
34.7,4.7,70000,7.52E+05,29.056
34.7,4.7,70000,7.59E+05,27.667
34.7,4.7,70000,7.65E+05,28.167
34.7,4.7,70000,7.74E+05,29.111
34.7,4.7,70000,7.81E+05,28.139
34.7,4.7,70000,7.88E+05,29.111
34.7,4.7,70000,7.96E+05,28.833
34.7,4.7,70000,8.03E+05,28.111
34.7,4.7,70000,8.11E+05,27.611
34.7,4.7,70000,8.18E+05,28.167
34.7,4.7,70000,8.27E+05,27.722
34.7,4.7,70000,8.35E+05,27.722
34.7,4.7,70000,8.42E+05,28.694
34.7,4.7,70000,8.50E+05,28.194
34.7,4.7,70000,8.59E+05,28.5
34.7,4.7,70000,8.67E+05,27.194
34.7,4.7,70000,8.76E+05,29.056
34.7,4.7,70000,8.83E+05,27.306
34.7,4.7,70000,8.91E+05,27.972
34.7,4.7,70000,9.00E+05,27.306
34.7,4.7,70000,9.10E+05,29.861
34.7,4.7,70000,9.18E+05,29.167
34.7,4.7,70000,9.27E+05,28.417
34.7,4.7,70000,9.35E+05,27.806
34.7,4.7,70000,9.44E+05,28.194
34.7,4.7,70000,9.54E+05,28.861
34.7,4.7,70000,9.63E+05,29.778
34.7,4.7,70000,9.71E+05,28.167
34.7,4.7,70000,9.81E+05,28.556
34.7,4.7,70000,9.90E+05,29.306
34.7,4.7,70000,1.00E+06,29.306
34.7,4.7,14000,1.50E+05,50.278
34.7,4.7,14000,1.52E+05,48.556
34.7,4.7,14000,1.53E+05,47.139
34.7,4.7,14000,1.55E+05,46.25
34.7,4.7,14000,1.55E+05,46.25
34.7,4.7,14000,1.57E+05,46.417
34.7,4.7,14000,1.59E+05,47.5
34.7,4.7,14000,1.60E+05,48.611
34.7,4.7,14000,1.62E+05,49.361
34.7,4.7,14000,1.64E+05,49.639
34.7,4.7,14000,1.65E+05,49.5
34.7,4.7,14000,1.67E+05,48.5
34.7,4.7,14000,1.69E+05,47.167
34.7,4.7,14000,1.70E+05,45.694
34.7,4.7,14000,1.72E+05,44.5
34.7,4.7,14000,1.74E+05,45.056
34.7,4.7,14000,1.76E+05,45.861
34.7,4.7,14000,1.77E+05,46.694
34.7,4.7,14000,1.79E+05,47.722
34.7,4.7,14000,1.81E+05,48.056
34.7,4.7,14000,1.82E+05,47.889
34.7,4.7,14000,1.84E+05,46.861
34.7,4.7,14000,1.86E+05,45.639
34.7,4.7,14000,1.87E+05,43.889
34.7,4.7,14000,1.89E+05,42.889
34.7,4.7,14000,1.91E+05,42.611
34.7,4.7,14000,1.93E+05,43.861
34.7,4.7,14000,1.94E+05,45.139
34.7,4.7,14000,1.96E+05,45.889
34.7,4.7,14000,1.98E+05,46.056
34.7,4.7,14000,1.99E+05,46.056
34.7,4.7,14000,2.01E+05,45.25
34.7,4.7,14000,2.03E+05,44
34.7,4.7,14000,2.06E+05,41.194
34.7,4.7,14000,2.08E+05,41.167
34.7,4.7,14000,2.10E+05,41.917
34.7,4.7,14000,2.11E+05,43.528
34.7,4.7,14000,2.13E+05,43.806
34.7,4.7,14000,2.16E+05,44.639
34.7,4.7,14000,2.18E+05,43.694
34.7,4.7,14000,2.20E+05,43.139
34.7,4.7,14000,2.21E+05,41.056
34.7,4.7,14000,2.23E+05,39.806
34.7,4.7,14000,2.27E+05,39.833
34.7,4.7,14000,2.28E+05,41.722
34.7,4.7,14000,2.30E+05,42.583
34.7,4.7,14000,2.33E+05,43.056
34.7,4.7,14000,2.35E+05,42.139
34.7,4.7,14000,2.37E+05,41.389
34.7,4.7,14000,2.40E+05,38.639
34.7,4.7,14000,2.42E+05,37.944
34.7,4.7,14000,2.44E+05,38.917
34.7,4.7,14000,2.47E+05,40.861
34.7,4.7,14000,2.49E+05,41.361
34.7,4.7,14000,2.50E+05,41.139
34.7,4.7,14000,2.54E+05,39.361
34.7,4.7,14000,2.55E+05,38.222
34.7,4.7,14000,2.59E+05,36.167
34.7,4.7,14000,2.61E+05,37.306
34.7,4.7,14000,2.64E+05,39.417
34.7,4.7,14000,2.66E+05,39.583
34.7,4.7,14000,2.69E+05,39.194
34.7,4.7,14000,2.71E+05,38.722
34.7,4.7,14000,2.74E+05,35.194
34.7,4.7,14000,2.76E+05,35.639
34.7,4.7,14000,2.79E+05,36.25
34.7,4.7,14000,2.81E+05,37.639
34.7,4.7,14000,2.84E+05,38.333
34.7,4.7,14000,2.86E+05,37.444
34.7,4.7,14000,2.89E+05,34.972
34.7,4.7,14000,2.93E+05,34.528
34.7,4.7,14000,2.95E+05,34.056
34.7,4.7,14000,2.98E+05,35.639
34.7,4.7,14000,3.01E+05,36.639
34.7,4.7,14000,3.03E+05,36.028
34.7,4.7,14000,3.06E+05,34.889
34.7,4.7,14000,3.10E+05,32.417
34.7,4.7,14000,3.13E+05,33.972
34.7,4.7,14000,3.15E+05,34.861
34.7,4.7,14000,3.18E+05,35.361
34.7,4.7,14000,3.22E+05,34.778
34.7,4.7,14000,3.25E+05,32.306
34.7,4.7,14000,3.29E+05,32.556
34.7,4.7,14000,3.30E+05,33.444
34.7,4.7,14000,3.34E+05,34.389
34.7,4.7,14000,3.37E+05,34.389
34.7,4.7,14000,3.40E+05,32.139
34.7,4.7,14000,3.44E+05,31.167
34.7,4.7,14000,3.47E+05,32.639
34.7,4.7,14000,3.51E+05,34.028
34.7,4.7,14000,3.54E+05,33.861
34.7,4.7,14000,3.57E+05,32
34.7,4.7,14000,3.61E+05,31.306
34.7,4.7,14000,3.64E+05,31.611
34.7,4.7,14000,3.68E+05,33.389
34.7,4.7,14000,3.71E+05,33.694
34.7,4.7,14000,3.74E+05,32.5
34.7,4.7,14000,3.78E+05,31.361
34.7,4.7,14000,3.81E+05,31.278
34.7,4.7,14000,3.86E+05,33.222
34.7,4.7,14000,3.90E+05,32.389
34.7,4.7,14000,3.93E+05,30.139
34.7,4.7,14000,3.97E+05,30.278
34.7,4.7,14000,4.00E+05,32.139
34.7,4.7,14000,4.05E+05,31.861
34.7,4.7,14000,4.08E+05,31.389
34.7,4.7,14000,4.12E+05,29.944
34.7,4.7,14000,4.15E+05,31
34.7,4.7,14000,4.20E+05,32.167
34.7,4.7,14000,4.24E+05,31.528
34.7,4.7,14000,4.29E+05,29.278
34.7,4.7,14000,4.32E+05,30.028
34.7,4.7,14000,4.36E+05,32.75
34.7,4.7,14000,4.41E+05,30.167
34.7,4.7,14000,4.44E+05,30.472
34.7,4.7,14000,4.49E+05,30.028
34.7,4.7,14000,4.53E+05,30.528
34.7,4.7,14000,4.58E+05,30.944
34.7,4.7,14000,4.63E+05,29.389
34.7,4.7,14000,4.66E+05,29.944
34.7,4.7,14000,4.71E+05,30.333
34.7,4.7,14000,4.75E+05,31.111
34.7,4.7,14000,4.80E+05,28.444
34.7,4.7,14000,4.85E+05,29.333
34.7,4.7,14000,4.90E+05,29.472
34.7,4.7,14000,4.93E+05,29.111
34.7,4.7,14000,4.99E+05,28.444
34.7,4.7,14000,5.04E+05,29.611
34.7,4.7,14000,5.09E+05,28.722
34.7,4.7,14000,5.14E+05,28.639
34.7,4.7,14000,5.17E+05,28.111
34.7,4.7,14000,5.22E+05,29.111
34.7,4.7,14000,5.27E+05,29.361
34.7,4.7,14000,5.33E+05,28.611
34.7,4.7,14000,5.38E+05,29.167
34.7,4.7,14000,5.43E+05,28.833
34.7,4.7,14000,5.48E+05,28.611
34.7,4.7,14000,5.53E+05,28.75
34.7,4.7,14000,5.60E+05,29.167
34.7,4.7,14000,5.65E+05,27.861
34.7,4.7,14000,5.70E+05,27.639
34.7,4.7,14000,5.75E+05,27.444
34.7,4.7,14000,5.80E+05,27.389
34.7,4.7,14000,5.87E+05,29.056
34.7,4.7,14000,5.92E+05,28.778
34.7,4.7,14000,5.97E+05,27.556
34.7,4.7,14000,6.04E+05,27.556
34.7,4.7,14000,6.09E+05,28.25
34.7,4.7,14000,6.16E+05,26.944
34.7,4.7,14000,6.21E+05,27.5
34.7,4.7,14000,6.26E+05,27.5
34.7,4.7,14000,6.33E+05,28.722
34.7,4.7,14000,6.40E+05,27.194
34.7,4.7,14000,6.45E+05,29.083
34.7,4.7,14000,6.52E+05,27.889
34.7,4.7,14000,6.57E+05,28.417
34.7,4.7,14000,6.63E+05,27.083
34.7,4.7,14000,6.70E+05,27.5
34.7,4.7,14000,6.77E+05,27.583
34.7,4.7,14000,6.84E+05,28.722
34.7,4.7,14000,6.89E+05,28.806
34.7,4.7,14000,6.96E+05,27.028
34.7,4.7,14000,7.03E+05,27.694
34.7,4.7,14000,7.09E+05,27.75
34.7,4.7,14000,7.16E+05,27.778
34.7,4.7,14000,7.23E+05,28.5
34.7,4.7,14000,7.30E+05,27.694
34.7,4.7,14000,7.37E+05,27.361
34.7,4.7,14000,7.43E+05,27.5
34.7,4.7,14000,7.52E+05,27.667
34.7,4.7,14000,7.59E+05,27.472
34.7,4.7,14000,7.65E+05,27.833
34.7,4.7,14000,7.74E+05,28.639
34.7,4.7,14000,7.81E+05,27.722
34.7,4.7,14000,7.88E+05,27.472
34.7,4.7,14000,7.96E+05,28.167
34.7,4.7,14000,8.03E+05,27.278
34.7,4.7,14000,8.11E+05,28.028
34.7,4.7,14000,8.18E+05,28.194
34.7,4.7,14000,8.27E+05,28.111
34.7,4.7,14000,8.35E+05,27.833
34.7,4.7,14000,8.42E+05,27.833
34.7,4.7,14000,8.50E+05,27.889
34.7,4.7,14000,8.59E+05,27.778
34.7,4.7,14000,8.67E+05,28
34.7,4.7,14000,8.76E+05,28.806
34.7,4.7,14000,8.83E+05,27.667
34.7,4.7,14000,8.91E+05,28.111
34.7,4.7,14000,9.00E+05,27.944
34.7,4.7,14000,9.10E+05,28.833
34.7,4.7,14000,9.18E+05,27.306
34.7,4.7,14000,9.27E+05,27.222
34.7,4.7,14000,9.35E+05,29.333
34.7,4.7,14000,9.44E+05,28.778
34.7,4.7,14000,9.54E+05,27.917
34.7,4.7,14000,9.63E+05,27.528
34.7,4.7,14000,9.71E+05,27.722
34.7,4.7,14000,9.81E+05,28.139
34.7,4.7,14000,9.90E+05,27.972
34.7,4.7,14000,1.00E+06,28.5
